"Reaction Abbreviation","Reaction Name","Reaction","Gene-reaction association","locusTags","Subsystem","Reversible","LB","UB","Objective"
"4PEPTabcpp","tetrapeptide LalaDgluMdapDala transport via ABC system periplasm "," LalaDgluMdapDala[p] + atp[c] + h2o[c] -->  LalaDgluMdapDala[c] + adp[c] + h[c] + pi[c]","( ECW_m1335  and  ECW_m1336  and  ECW_m1337  and  ECW_m1338  and  ECW_m1339 )","ECW_m1335 ECW_m1336 ECW_m1337 ECW_m1338 ECW_m1339","Murein Recycling",0,0,1000,0
"4PEPTtex","LalaDgluMdapDala pentapeptide transport via diffusion extracellular to periplasm "," LalaDgluMdapDala[e] <==>  LalaDgluMdapDala[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"5DGLCNR","5 dehydro D gluconate reductase","[c] : 5dglcn + h + nadph <==>  glcn + nadp","ECW_m4626","ECW_m4626","Alternate Carbon Metabolism",1,-1000,1000,0
"5DGLCNt2rpp","5 Dehydro D gluconate transport via proton symport reversible periplasm "," 5dglcn[p] + h[p] <==>  5dglcn[c] + h[c]","ECW_m4625","ECW_m4625","Transport Inner Membrane",1,-1000,1000,0
"5DGLCNtex","5 Dehydro D gluconate transport via diffusion extracellular to periplasm "," 5dglcn[e] <==>  5dglcn[p]","( ECW_m0355  or  ECW_m1509  or  ECW_m1039  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"5DOAN","5 deoxyadenosine nuclosidase","[c] : dad-5 + h2o -->  5drib + ade","ECW_m0156","ECW_m0156","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"A5PISO","arabinose 5 phosphate isomerase","[c] : ru5p-D <==>  ara5p","( ECW_m2907  or  ECW_m3469 )","ECW_m2907 ECW_m3469","Alternate Carbon Metabolism",1,-1000,1000,0
"AACPS1","acyl acyl carrier protein synthetase n C140 ","[c] : ACP + atp + ttdca -->  amp + myrsACP + ppi","( ECW_m3079  and  ECW_m1202 )","ECW_m1202 ECW_m3079","Cell Envelope Biosynthesis",0,0,1000,0
"AACPS2","acyl acyl carrier protein synthetase  n C141 ","[c] : ACP + atp + ttdcea -->  amp + ppi + tdeACP","( ECW_m3079  and  ECW_m1202 )","ECW_m1202 ECW_m3079","Cell Envelope Biosynthesis",0,0,1000,0
"AACPS3","acyl acyl carrier protein synthetase  n C160 ","[c] : ACP + atp + hdca -->  amp + palmACP + ppi","( ECW_m3079  and  ECW_m1202 )","ECW_m1202 ECW_m3079","Cell Envelope Biosynthesis",0,0,1000,0
"AACPS4","acyl acyl carrier protein synthetase  n C161 ","[c] : ACP + atp + hdcea -->  amp + hdeACP + ppi","( ECW_m3079  and  ECW_m1202 )","ECW_m1202 ECW_m3079","Cell Envelope Biosynthesis",0,0,1000,0
"AACPS5","acyl acyl carrier protein synthetase  n C181 ","[c] : ACP + atp + ocdcea -->  amp + octeACP + ppi","( ECW_m3079  and  ECW_m1202 )","ECW_m1202 ECW_m3079","Cell Envelope Biosynthesis",0,0,1000,0
"AACPS6","acyl acyl carrier protein synthetase  n C180 ","[c] : ACP + atp + ocdca -->  amp + ocdcaACP + ppi","( ECW_m3079  and  ECW_m1202 )","ECW_m1202 ECW_m3079","Cell Envelope Biosynthesis",0,0,1000,0
"AACPS7","acyl acyl carrier protein synthetase  n C120 ","[c] : ACP + atp + ddca -->  amp + ddcaACP + ppi","( ECW_m3079  and  ECW_m1202 )","ECW_m1202 ECW_m3079","Cell Envelope Biosynthesis",0,0,1000,0
"AACPS8","acyl acyl carrier protein synthetase  n C100 ","[c] : ACP + atp + dca -->  amp + dcaACP + ppi","( ECW_m3079  and  ECW_m1202 )","ECW_m1202 ECW_m3079","Cell Envelope Biosynthesis",0,0,1000,0
"AACPS9","acyl acyl carrier protein synthetase  n C80 ","[c] : ACP + atp + octa -->  amp + ocACP + ppi","( ECW_m3079  and  ECW_m1202 )","ECW_m1202 ECW_m3079","Cell Envelope Biosynthesis",0,0,1000,0
"AACTOOR","Aminoacetoneoxygen oxidoreductase deaminating flavin containing ","[c] : aact + h2o + o2 -->  h2o2 + mthgxl + nh4",,,"Methylglyoxal Metabolism",0,0,1000,0
"AADDGT","dTDP N 4 acetamido 4 6 dideoxy D galactose transferase","[c] : dtdp4aaddg + unagamu -->  dtdp + h + unagamuf","ECW_m4091","ECW_m4091","Cell Envelope Biosynthesis",0,0,1000,0
"AAMYL","alpha amylase","[c] : 14glucan -->  malthx","ECW_m2101","ECW_m2101","Alternate Carbon Metabolism",0,0,1000,0
"AAMYLpp","alpha amylase periplasm ","[p] : 14glucan -->  malthx","ECW_m3845","ECW_m3845","Alternate Carbon Metabolism",0,0,1000,0
"AB6PGH","Arbutin 6 phosphate glucohydrolase","[c] : arbt6p + h2o -->  g6p + hqn","ECW_m3154","ECW_m3154","Alternate Carbon Metabolism",0,0,1000,0
"ABTA","4 aminobutyrate transaminase","[c] : 4abut + akg -->  glu-L + sucsal","( ECW_m2859  or  ECW_m1398 )","ECW_m1398 ECW_m2859","Arginine and Proline Metabolism",0,0,1000,0
"ABUTD","Aminobutyraldehyde dehydrogenase","[c] : 4abutn + h2o + nad -->  4abut + (2) h + nadh","ECW_m1572","ECW_m1572","Arginine and Proline Metabolism",0,0,1000,0
"ABUTt2pp","4 aminobutyrate transport in via proton symport periplasm "," 4abut[p] + h[p] -->  4abut[c] + h[c]","ECW_m2860","ECW_m2860","Transport Inner Membrane",0,0,1000,0
"ABUTtex","4 aminobutyrate transport via diffusion extracellular to periplasm "," 4abut[e] <==>  4abut[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"ACACtex","acetoacetate transport via diffusion extracellular to periplasm "," acac[e] <==>  acac[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"ACALD","acetaldehyde dehydrogenase acetylating ","[c] : acald + coa + nad <==>  accoa + h + nadh","( ECW_m0429  or  ECW_m1331 )","ECW_m0429 ECW_m1331","Pyruvate Metabolism",1,-1000,1000,0
"ACALDtex","acetaldehyde transport via diffusion extracellular to periplasm "," acald[e] <==>  acald[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"ACALDtpp","acetaldehyde reversible transport periplasm "," acald[p] <==>  acald[c]","s0001","s0001","Transport Inner Membrane",1,-1000,1000,0
"ACANTHAT","acetyl CoAanthranilate acetyltransferase","[c] : accoa + anth -->  acanth + coa","ECW_m1591","ECW_m1591","Tyrosine Tryptophan and Phenylalanine Metabolism",0,0,1000,0
"ACBIPGT","Adenosyl cobinamide phosphate guanyltransferase","[c] : adocbip + gtp + h -->  agdpcbi + ppi","ECW_m2165","ECW_m2165","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"ACCOAC","acetyl CoA carboxylase","[c] : accoa + atp + hco3 -->  adp + h + malcoa + pi","( ECW_m0181  and  ECW_m2505  and  ECW_m3521  and  ECW_m3522 )","ECW_m0181 ECW_m2505 ECW_m3521 ECW_m3522","Membrane Lipid Metabolism",0,0,1000,0
"ACCOAL","acetate CoA ligase ADP forming ","[c] : atp + coa + ppa -->  adp + pi + ppcoa","ECW_m0413","ECW_m0413","Alternate Carbon Metabolism",0,0,1000,0
"ACGAL1PPpp","N acetyl D galactosamine 1 phosphatase periplasm ","[p] : acgal1p + h2o -->  acgal + pi",,,"Alternate Carbon Metabolism",0,0,1000,0
"ACGAL1Ptex","N acetyl D galactosamine 1 phosphate transport via diffusion extracellular to periplasm "," acgal1p[e] <==>  acgal1p[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"ACGALtex","N acetyl D galactosamine transport via diffusion extracellular to periplasm "," acgal[e] <==>  acgal[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"ACGAM1PPpp","N acetyl D glucosamine 1 phosphatase periplasm ","[p] : acgam1p + h2o -->  acgam + pi",,,"Alternate Carbon Metabolism",0,0,1000,0
"ACGAM1Ptex","N acetyl D glucosamine 1 phosphate transport via diffusion extracellular to periplasm "," acgam1p[e] <==>  acgam1p[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"ACGAMK","N acetylglucosamine kinase","[c] : acgam + atp -->  acgam6p + adp + h","ECW_m1227","ECW_m1227","Murein Recycling",0,0,1000,0
"ACGAptspp","N Acetyl D glucosamine transport via PEPPyr PTS  periplasm "," acgam[p] + pep[c] -->  acgam6p[c] + pyr[c]","( ( ECW_m2646  and  ECW_m1209  and  ECW_m2644  and  ECW_m2645 )  or  ( ECW_m0730  and  ECW_m2644  and  ECW_m2645 ) )","ECW_m0730 ECW_m1209 ECW_m2644 ECW_m2645 ECW_m2646","Transport Inner Membrane",0,0,1000,0
"ACGAtex","N Acetyl D glucosamine transport via diffusion extracellular to periplasm "," acgam[e] <==>  acgam[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"ACGK","acetylglutamate kinase","[c] : acglu + atp -->  acg5p + adp","ECW_m4315","ECW_m4315","Arginine and Proline Metabolism",0,0,1000,0
"ACGS","N acetylglutamate synthase","[c] : accoa + glu-L -->  acglu + coa + h","ECW_m3060","ECW_m3060","Arginine and Proline Metabolism",0,0,1000,0
"ACHBS","2 aceto 2 hydroxybutanoate synthase","[c] : 2obut + h + pyr -->  2ahbut + co2","( ( ECW_m3968  and  ECW_m3969 )  or  ( ECW_m0077  and  ECW_m0078 ) )","ECW_m0077 ECW_m0078 ECW_m3968 ECW_m3969","Valine Leucine and Isoleucine Metabolism",0,0,1000,0
"ACKr","acetate kinase","[c] : ac + atp <==>  actp + adp","( ECW_m3384  or  ECW_m2485  or  ECW_m2023 )","ECW_m2023 ECW_m2485 ECW_m3384","Pyruvate Metabolism",1,-1000,1000,0
"ACLS","acetolactate synthase","[c] : h + (2) pyr -->  alac-S + co2","( ( ECW_m0077  and  ECW_m0078 )  or  ( ECW_m3968  and  ECW_m3969 )  or  ( ECW_m4064  and  ECW_m4065 ) )","ECW_m0077 ECW_m0078 ECW_m3968 ECW_m3969","Valine Leucine and Isoleucine Metabolism",0,0,1000,0
"ACM6PH","N acetylmuramate 6 phosphate hydrolase","[c] : acmum6p + h2o -->  acgam6p + lac-D",,,"Alternate Carbon Metabolism",0,0,1000,0
"ACMAMUT","UDP N acetyl D mannosaminuronic acid transferase","[c] : uacmamu + unaga -->  h + udp + unagamu","ECW_m4093","ECW_m4093","Cell Envelope Biosynthesis",0,0,1000,0
"ACMANAptspp","N acetyl D mannosamine transport via PTS  periplasm "," acmana[p] + pep[c] -->  acmanap[c] + pyr[c]","( ECW_m1987  and  ECW_m1988  and  ECW_m1989  and  ECW_m2644  and  ECW_m2645 )","ECW_m1987 ECW_m1988 ECW_m1989 ECW_m2644 ECW_m2645","Transport Inner Membrane",0,0,1000,0
"ACMANAtex","N acetyl D mannosamine transport via diffusion extracellular to periplasm "," acmana[e] <==>  acmana[p]","( ECW_m2416  or  ECW_m0355  or  ECW_m1039  or  ECW_m1509 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"ACMUMptspp","N acetylmuramate transport via PEPPyr PTS periplasm "," acmum[p] + pep[c] -->  acmum6p[c] + pyr[c]","( ECW_m2646  and  ECW_m2657  and  ECW_m2644  and  ECW_m2645 )","ECW_m2644 ECW_m2645 ECW_m2646 ECW_m2657","Transport Inner Membrane",0,0,1000,0
"ACMUMtex","N acetylmuramate transport via diffusion extracellular to periplasm "," acmum[e] -->  acmum[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",0,0,1000,0
"ACNAMt2pp","N acetylneuraminate proton symport periplasm "," acnam[p] + h[p] -->  acnam[c] + h[c]","ECW_m3491","ECW_m3491","Transport Inner Membrane",0,0,1000,0
"ACNAMtex","N acetylneuraminate transport via diffusion extracellular to periplasm "," acnam[e] <==>  acnam[p]","( ECW_m4668  or  ECW_m1039  or  ECW_m2416 )","ECW_m1039 ECW_m2416 ECW_m4668","Transport Outer Membrane",1,-1000,1000,0
"ACNML","N Acetylneuraminate lyase","[c] : acnam -->  acmana + pyr","ECW_m3492","ECW_m3492","Alternate Carbon Metabolism",0,0,1000,0
"ACOAD1f","acyl CoA dehydrogenase butanoyl CoA ","[c] : btcoa + fad <==>  b2coa + fadh2","ECW_m0241","ECW_m0241","Membrane Lipid Metabolism",1,-1000,1000,0
"ACOAD2f","acyl CoA dehydrogenase hexanoyl CoA ","[c] : fad + hxcoa <==>  fadh2 + hx2coa","ECW_m0241","ECW_m0241","Membrane Lipid Metabolism",1,-1000,1000,0
"ACOAD3f","acyl CoA dehydrogenase octanoyl CoA ","[c] : fad + occoa <==>  fadh2 + oc2coa","ECW_m0241","ECW_m0241","Membrane Lipid Metabolism",1,-1000,1000,0
"ACOAD4f","acyl CoA dehydrogenase decanoyl CoA ","[c] : dcacoa + fad <==>  dc2coa + fadh2","ECW_m0241","ECW_m0241","Membrane Lipid Metabolism",1,-1000,1000,0
"ACOAD5f","acyl CoA dehydrogenase dodecanoyl CoA ","[c] : ddcacoa + fad <==>  dd2coa + fadh2","ECW_m0241","ECW_m0241","Membrane Lipid Metabolism",1,-1000,1000,0
"ACOAD6f","acyl CoA dehydrogenase tetradecanoyl CoA ","[c] : fad + tdcoa <==>  fadh2 + td2coa","ECW_m0241","ECW_m0241","Membrane Lipid Metabolism",1,-1000,1000,0
"ACOAD7f","acyl CoA dehydrogenase hexadecanoyl CoA ","[c] : fad + pmtcoa <==>  fadh2 + hdd2coa","ECW_m0241","ECW_m0241","Membrane Lipid Metabolism",1,-1000,1000,0
"ACOAD8f","acyl CoA dehydrogenase octadecanoyl CoA ","[c] : fad + stcoa <==>  fadh2 + od2coa","ECW_m0241","ECW_m0241","Membrane Lipid Metabolism",1,-1000,1000,0
"ACOATA","Acetyl CoA ACP transacylase","[c] : ACP + accoa <==>  acACP + coa","( ECW_m1202  and  ECW_m1199 )","ECW_m1199 ECW_m1202","Membrane Lipid Metabolism",1,-1000,1000,0
"ACODA","acetylornithine deacetylase","[c] : acorn + h2o -->  ac + orn","ECW_m4313","ECW_m4313","Arginine and Proline Metabolism",0,0,1000,0
"ACONIs","aconitate isomerase spontaneous ","[c] : acon-T <==>  acon-C","s0001","s0001","Unassigned",1,-1000,1000,0
"ACONMT","Trans aconitate methyltransferase","[c] : acon-T + amet -->  aconm + ahcys","ECW_m1648","ECW_m1648","Unassigned",0,0,1000,0
"ACONTa","aconitase half reaction A Citrate hydro lyase ","[c] : cit <==>  acon-C + h2o","( ECW_m0115  or  ECW_m1370 )","ECW_m0115 ECW_m1370","Citric Acid Cycle",1,-1000,1000,0
"ACONTb","aconitase half reaction B Isocitrate hydro lyase ","[c] : acon-C + h2o <==>  icit","( ECW_m0115  or  ECW_m1370 )","ECW_m0115 ECW_m1370","Citric Acid Cycle",1,-1000,1000,0
"ACOTA","acetylornithine transaminase","[c] : acorn + akg <==>  acg5sa + glu-L","( ECW_m3615  or  ECW_m1917 )","ECW_m1917 ECW_m3615","Arginine and Proline Metabolism",1,-1000,1000,0
"ACPS1","acyl carrier protein synthase","[c] : apoACP + coa -->  ACP + h + pap","( ECW_m2791  or  ECW_m3736 )","ECW_m2791 ECW_m3736","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"ACS","acetyl CoA synthetase","[c] : ac + atp + coa -->  accoa + amp + ppi","ECW_m4435","ECW_m4435","Pyruvate Metabolism",0,0,1000,0
"ACSERtex","O Acetyl L serine transport via diffusion extracellular to periplasm "," acser[e] <==>  acser[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"ACSERtpp","O Acetyl L serine export via facilitated transport"," acser[c] -->  acser[p]","( ECW_m2807  or  ECW_m1668 )","ECW_m1668 ECW_m2807","Transport Inner Membrane",0,0,1000,0
"ACt2rpp","acetate reversible transport via proton symport periplasm "," ac[p] + h[p] <==>  ac[c] + h[c]",,,"Transport Inner Membrane",1,-1000,1000,0
"ACt4pp","NaAcetate symport periplasm "," ac[p] + na1[p] -->  ac[c] + na1[c]","ECW_m4433","ECW_m4433","Transport Inner Membrane",0,0,1000,0
"ACtex","Acetate transport via diffusion extracellular to periplasm "," ac[e] <==>  ac[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"ADA","Adenosine deaminase","[c] : adn + h2o + h -->  ins + nh4","ECW_m1789","ECW_m1789","Nucleotide Salvage Pathway",0,0,1000,0
"ADCL","4 aminobenzoate synthase","[c] : 4adcho -->  4abz + h + pyr","ECW_m1204","ECW_m1204","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"ADCS","4 amino 4 deoxychorismate synthase","[c] : chor + gln-L -->  4adcho + glu-L","( ECW_m3616  and  ECW_m1982 )","ECW_m1982 ECW_m3616","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"ADD","adenine deaminase","[c] : ade + h2o + h -->  hxan + nh4","ECW_m3963","ECW_m3963","Nucleotide Salvage Pathway",0,0,1000,0
"ADEt2rpp","adenine transport via proton symport reversible  periplasm "," ade[p] + h[p] <==>  ade[c] + h[c]","ECW_m3931","ECW_m3931","Transport Inner Membrane",1,-1000,1000,0
"ADEtex","adenine transport via diffusion extracellular to periplasm "," ade[e] <==>  ade[p]","( ECW_m0355  or  ECW_m1039  or  ECW_m1509  or  ECW_m2416 )","ECW_m0355 ECW_m1039 ECW_m1509 ECW_m2416","Transport Outer Membrane Porin",1,-1000,1000,0
"ADK1","adenylate kinase","[c] : amp + atp <==>  (2) adp","ECW_m0546","ECW_m0546","Nucleotide Salvage Pathway",1,-1000,1000,0
"ADK3","adentylate kinase GTP ","[c] : amp + gtp <==>  adp + gdp","ECW_m0546","ECW_m0546","Nucleotide Salvage Pathway",1,-1000,1000,0
"ADK4","adentylate kinase ITP ","[c] : amp + itp <==>  adp + idp","ECW_m0546","ECW_m0546","Nucleotide Salvage Pathway",1,-1000,1000,0
"ADMDC","adenosylmethionine decarboxylase","[c] : amet + h -->  ametam + co2","ECW_m0117","ECW_m0117","Arginine and Proline Metabolism",0,0,1000,0
"ADNCYC","adenylate cyclase","[c] : atp -->  camp + ppi","ECW_m4107","ECW_m4107","Nucleotide Salvage Pathway",0,0,1000,0
"ADNK1","adenosine kinase","[c] : adn + atp -->  adp + amp + h","ECW_m0546","ECW_m0546","Nucleotide Salvage Pathway",0,0,1000,0
"ADNUC","adenosine hydrolase","[c] : adn + h2o -->  ade + rib-D","ECW_m0029","ECW_m0029","Alternate Carbon Metabolism",0,0,1000,0
"ADNt2pp","adenosine transport in via proton symport periplasm "," adn[p] + h[p] -->  adn[c] + h[c]","( ECW_m3222  or  ECW_m2625 )","ECW_m2625 ECW_m3222","Transport Inner Membrane",0,0,1000,0
"ADNtex","adenosine transport via diffusion extracellular to periplasm "," adn[e] <==>  adn[p]","ECW_m0480","ECW_m0480","Transport Outer Membrane",1,-1000,1000,0
"ADOCBIK","Adenosyl cobinamide kinase","[c] : adocbi + atp -->  adocbip + adp + h","ECW_m2165","ECW_m2165","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"ADOCBLS","Adenosylcobalamin 5 phosphate synthase","[c] : agdpcbi + rdmbzi -->  adocbl + gmp + h","ECW_m2164","ECW_m2164","Cofactor and Prosthetic Group Biosynthesis",0,0,1000,0
"ADOCBLabcpp","Adenosylcobalamin transport via ABC system periplasm "," adocbl[p] + atp[c] + h2o[c] -->  adocbl[c] + adp[c] + h[c] + pi[c]","( ECW_m1880  and  ECW_m1878  and  ECW_m0155 )","ECW_m0155 ECW_m1878 ECW_m1880","Transport Inner Membrane",0,0,1000,0
"ADOCBLtonex","Adenosylcobalimin transport via ton system extermal "," adocbl[e] + h[p] -->  adocbl[p] + h[c]","( ECW_m4324  and  ( ECW_m1344  and  ECW_m3277  and  ECW_m3278 ) )","ECW_m1344 ECW_m3277 ECW_m3278 ECW_m4324","Transport Outer Membrane",0,0,1000,0
"ADPRDP","ADPribose diphosphatase","[c] : adprib + h2o -->  amp + (2) h + r5p","ECW_m3652","ECW_m3652","Nucleotide Salvage Pathway",0,0,1000,0
"ADPT","adenine phosphoribosyltransferase","[c] : ade + prpp -->  amp + ppi","ECW_m0541","ECW_m0541","Nucleotide Salvage Pathway",0,0,1000,0
"ADSK","adenylyl sulfate kinase","[c] : aps + atp -->  adp + h + paps","ECW_m2956","ECW_m2956","Cysteine Metabolism",0,0,1000,0
"ADSL1r","adenylsuccinate lyase","[c] : dcamp <==>  amp + fum","ECW_m1239","ECW_m1239","Purine and Pyrimidine Biosynthesis",1,-1000,1000,0
"ADSL2r","adenylosuccinate lyase","[c] : 25aics <==>  aicar + fum","ECW_m1239","ECW_m1239","Purine and Pyrimidine Biosynthesis",1,-1000,1000,0
"ADSS","adenylosuccinate synthase","[c] : asp-L + gtp + imp -->  dcamp + gdp + (2) h + pi","ECW_m4539","ECW_m4539","Purine and Pyrimidine Biosynthesis",0,0,1000,0
"AGDC","N acetylglucosamine 6 phosphate deacetylase","[c] : acgam6p + h2o -->  ac + gam6p","ECW_m0728","ECW_m0728","Alternate Carbon Metabolism",0,0,1000,0
"AGM3PA","N Acetyl D glucosamine anhydrous N Acetylmuramyl tripeptide amidase","[c] : anhgm3p + h2o -->  LalaDgluMdap + anhgm","ECW_m0107","ECW_m0107","Murein Recycling",0,0,1000,0
"AGM3PApp","N Acetyl D glucosamine anhydrous N Acetylmuramyl tripeptide amidase periplasm ","[p] : anhgm3p + h2o -->  LalaDgluMdap + anhgm","( ECW_m4531  or  ECW_m2663  or  ECW_m3059 )","ECW_m2663 ECW_m3059 ECW_m4531","Murein Recycling",0,0,1000,0
"AGM3PH","N Acetyl D glucosamine anhydrous N Acetylmuramyl tripeptide beta 1 4 N acetylglucosaminidase","[c] : anhgm3p + h2o -->  acgam + anhm3p","ECW_m1215","ECW_m1215","Murein Recycling",0,0,1000,0
"AGM3Pt2pp","GlcNAc anhMurNAc tripeptide transport in via proton symport periplasm "," anhgm3p[p] + h[p] -->  anhgm3p[c] + h[c]","ECW_m0505","ECW_m0505","Murein Recycling",0,0,1000,0
"AGM4PA","N Acetyl D glucosamine anhydrous N Acetylmuramyl tetrapeptide amidase","[c] : anhgm4p + h2o -->  LalaDgluMdapDala + anhgm","ECW_m0107","ECW_m0107","Murein Recycling",0,0,1000,0
"AGM4PApp","N Acetyl D glucosamine anhydrous N Acetylmuramyl tetrapeptide amidase periplasm ","[p] : anhgm4p + h2o -->  LalaDgluMdapDala + anhgm","( ECW_m3059  or  ECW_m4531  or  ECW_m2663 )","ECW_m2663 ECW_m3059 ECW_m4531","Murein Recycling",0,0,1000,0
"AGM4PCP","N Acetyl D glucosamine anhydrous N Acetylmuramyl tetrapeptide L D carboxypeptidase","[c] : anhgm4p + h2o -->  ala-D + anhgm3p","ECW_m1278","ECW_m1278","Murein Recycling",0,0,1000,0
"AGM4PCPpp","N Acetyl D glucosamine anhydrous N Acetylmuramyl tetrapeptide L D carboxypeptidase periplasmic ","[p] : anhgm4p + h2o -->  ala-D + anhgm3p",,,"Murein Recycling",0,0,1000,0
"AGM4PH","N Acetyl D glucosamine anhydrous N Acetylmuramyl tetrapeptide beta 1 4 N acetylglucosaminidase","[c] : anhgm4p + h2o -->  acgam + anhm4p","ECW_m1215","ECW_m1215","Murein Recycling",0,0,1000,0
"AGM4Pt2pp","GlcNAc anhMurNAc tetrapeptide transport in via proton symport periplasm "," anhgm4p[p] + h[p] -->  anhgm4p[c] + h[c]","ECW_m0505","ECW_m0505","Murein Recycling",0,0,1000,0
"AGMH","N Acetyl D glucosamine anhydrous N Acetylmuramyl beta 1 4 N acetylglucosaminidase","[c] : anhgm + h2o -->  acgam + anhm","ECW_m1215","ECW_m1215","Murein Recycling",0,0,1000,0
"AGMHE","ADP D glycero D manno heptose epimerase","[c] : adphep-DD -->  adphep-LD","ECW_m3897","ECW_m3897","Lipopolysaccharide Biosynthesis Recycling",0,0,1000,0
"AGMT","agmatinase","[c] : agm + h2o -->  ptrc + urea","ECW_m3196","ECW_m3196","Arginine and Proline Metabolism",0,0,1000,0
"AGMt2pp","GlcNAc anhMurNAc transport in via proton symport periplasm "," anhgm[p] + h[p] -->  anhgm[c] + h[c]","ECW_m0505","ECW_m0505","Murein Recycling",0,0,1000,0
