KEGG ID,Names,Occurence
C00362,dGMP|2'-Deoxyguanosine 5'-monophosphate|2'-Deoxyguanosine 5'-phosphate|Deoxyguanylic acid|Deoxyguanosine monophosphate,4
C00363,dTDP|Deoxythymidine 5'-diphosphate,57
C00364,dTMP|Thymidine 5'-phosphate|Deoxythymidine 5'-phosphate|Thymidylic acid|5'-Thymidylic acid|Thymidine monophosphate|Deoxythymidylic acid|Thymidylate,8
C00365,dUMP|Deoxyuridylic acid|Deoxyuridine monophosphate|Deoxyuridine 5'-phosphate|2'-Deoxyuridine 5'-phosphate,8
C00366,Urate|Uric acid,6
C00367,Casein,0
C00369,Starch,9
C00370,Sterol,5
C00371,Zeatin|N6-(4-Hydroxyisopentenyl)adenine|(E)-2-Methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol|trans-Zeatin,7
C00372,"Dextran|1,6-alpha-D-Glucan|(1,6-alpha-D-Glucosyl)n|(1,6-alpha-D-Glucosyl)n+1|(1,6-alpha-D-Glucosyl)m|(1,6-alpha-D-Glucosyl)m+1|Dextran 40|Dextran 70|Dextran 75",4
C00373,Elastin,0
C00374,Heparin|Enoxaparin|Bemiparin,0
C00375,Primary amine|RCH2NH2,2
C00376,Retinal|Vitamin A aldehyde|Retinene|all-trans-Retinal|all-trans-Vitamin A aldehyde|all-trans-Retinene,11
C00377,Steroid,3
C00378,Thiamine|Thiamin|Vitamin B1|Aneurin|Antiberiberi factor,7
C00379,Xylitol,7
C00380,Cytosine,5
C00381,Dolichol,4
C00383,Malonate|Malonic acid|Propanedioic acid,6
C00384,Neomycin,0
C00385,Xanthine,16
C00386,Carnosine|Nalpha-(beta-alanyl)-L-histidine,3
C00387,Guanosine,6
C00388,Histamine|1H-Imidazole-4-ethanamine|2-(4-Imidazolyl)ethylamine,5
C00389,"Quercetin|3,3',4,5,7-Pentahydroxyflavone|3,5,7,3',4'-Pentahydroxyflavone",10
C00390,Ubiquinol|QH2|CoQH2,13
C00391,Calmodulin,1
C00392,Mannitol|D-Mannitol,7
C00393,Fibrinogen|Blood coagulation factor I,0
C00394,GDP-glucose|GDP-D-glucose|GDP-alpha-D-glucose,6
C00395,Penicillin|Penam,3
C00396,Pyrimidine|Pyrimidine base,3
C00397,Tobramycin|Nebramycin factir 6|3'-Deoxykanamycin B,2
C00398,Tryptamine|3-(2-Aminoethyl)indole,11
C00399,Ubiquinone|Coenzyme Q|CoQ|Q,14
C00400,(-)-Menthol|L-Menthol,4
C00401,Chondroitin|Chondroitin-D-glucuronate,3
C00402,D-Aspartate|D-Aspartic acid,5
C00403,Polypeptide,1
C00404,Polyphosphate|(Phosphate)n|(Phosphate)n+1|(Phosphate)n-1|(Polyphosphate)n|(Polyphosphate)n-1,15
C00405,D-Amino acid,11
C00406,Feruloyl-CoA|trans-Feruloyl-CoA,17
C00407,L-Isoleucine|2-Amino-3-methylvaleric acid,10
C00408,L-Pipecolate|Pipecolinic acid|Pipecolic acid|2-Piperidinecarboxylic acid|(S)-Piperidine-2-carboxylic acid,10
C00409,Methanethiol|Methylmercaptan,7
C00410,"Progesterone|4-Pregnene-3,20-dione",13
C00411,Sinapoyl-CoA,6
C00412,Stearoyl-CoA|Stearyl-CoA|Stearyl coenzyme A,5
C00413,Streptomycin,4
C00414,Cyclohexanone,5
C00415,"Dihydrofolate|Dihydrofolic acid|7,8-Dihydrofolate|7,8-Dihydrofolic acid|7,8-Dihydropteroylglutamate",8
C00416,"Phosphatidate|Phosphatidic acid|1,2-Diacyl-sn-glycerol 3-phosphate|3-sn-Phosphatidate",15
C00417,cis-Aconitate|cis-Aconitic acid,4
C00418,"(R)-Mevalonate|Mevalonic acid|3,5-Dihydroxy-3-methylvaleric acid",6
C00419,Polynucleotide,2
C00420,Polysaccharide|Glycan|Polyglycose,1
C00422,Triacylglycerol|Triglyceride,7
C00423,trans-Cinnamate|trans-Cinnamic acid|(E)-Cinnamate,13
C00424,(S)-Lactaldehyde|L-Lactaldehyde|L-2-Hydroxypropionaldehyde,9
C00426,Dermatan sulfate,2
C00427,"Prostaglandin H2|(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate|(5Z,13E,15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate|PGH2|(5Z,9alpha,11alpha,13E,15S)-9,11-Epidioxy-15-hydroxy-prosta-5,13-dienoate",8
C00429,"5,6-Dihydrouracil|Dihydro-2,4(1H,3H)-pyrimidinedione|Dihydrouracile|Dihydrouracil|5,6-Dihydro-2,4-dihydroxypyrimidine|Hydrouracil|2,4-Dioxotetrahydropyrimidine",5
C00430,5-Aminolevulinate|5-Amino-4-oxopentanoate|5-Amino-4-oxovaleric acid,4
C00431,5-Aminopentanoate|5-Aminopentanoic acid|5-Aminovaleric acid,4
C00433,"2,5-Dioxopentanoate|2-Oxoglutarate semialdehyde",6
C00434,Double-stranded DNA,0
C00435,Oxidized rubredoxin,6
C00436,N-Carbamoylputrescine,3
C00437,N-Acetylornithine|N2-Acetyl-L-ornithine,4
C00438,N-Carbamoyl-L-aspartate,4
C00439,N-Formimino-L-glutamate|N-Formimidoyl-L-glutamate,4
C00440,5-Methyltetrahydrofolate,12
C00441,L-Aspartate 4-semialdehyde|Aspartate beta-semialdehyde|L-Aspartic 4-semialdehyde,12
C00444,5'-Phosphooligoribonucleotide,0
C00445,"5,10-Methenyltetrahydrofolate",7
C00446,alpha-D-Galactose 1-phosphate|alpha-D-Galactopyranose 1-phosphate,8
C00447,"Sedoheptulose 1,7-bisphosphate|D-Sedoheptulose 1,7-bisphosphate|D-altro-Heptulose 1,7-biphosphate",3
C00448,"trans,trans-Farnesyl diphosphate|Farnesyl diphosphate|Farnesyl pyrophosphate|2-trans,6-trans-Farnesyl diphosphate|(2E,6E)-Farnesyl diphosphate",101
C00449,"N6-(L-1,3-Dicarboxypropyl)-L-lysine|Saccharopine|L-Saccharopine|N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid",5
C00450,"(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate|delta1-Piperideine-6-L-carboxylate",6
C00451,"(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate|D-threo-Isocitric acid",1
C00454,NDP|Nucleoside diphosphate|Nucleoside 5'-diphosphate,16
C00455,Nicotinamide D-ribonucleotide|NMN|Nicotinamide mononucleotide|Nicotinamide ribonucleotide|Nicotinamide nucleotide|beta-Nicotinamide D-ribonucleotide|beta-Nicotinamide ribonucleotide|beta-Nicotinamide mononucleotide,8
C00458,dCTP|Deoxycytidine 5'-triphosphate|Deoxycytidine triphosphate|2'-Deoxycytidine 5'-triphosphate,8
C00459,dTTP|Deoxythymidine triphosphate|Deoxythymidine 5'-triphosphate|TTP,7
C00460,dUTP|2'-Deoxyuridine 5'-triphosphate,7
C00461,"Chitin|beta-1,4-Poly-N-acetyl-D-glucosamine|[1,4-(N-Acetyl-beta-D-glucosaminyl)]n|[1,4-(N-Acetyl-beta-D-glucosaminyl)]n+1",7
C00462,Halide|Hydrogen halide|HX|Halo acid,7
C00463,"Indole|2,3-Benzopyrrole",8
C00464,Mannan|Mannoglycan,4
C00466,Acetoin|2-Acetoin|3-Hydroxybutan-2-one|3-Hydroxy-2-butanone|Dimethylketol,4
C00468,"Estrone|3-Hydroxy-1,3,5(10)-estratrien-17-one",12
C00469,Ethanol|Ethyl alcohol|Methylcarbinol,9
C00470,"Pectate|Pectic acid|alpha-D-Polygalacturonic acid|Poly(1,4-alpha-D-galacturonate)|Poly(1,4-alpha-D-galacturonate)(n)|(1,4-alpha-D-Galacturonide)n|(1,4-alpha-D-Galacturonosyl)n|De-esterified pectin",13
C00472,"p-Benzoquinone|Quinone|Chinone|2,5-Cyclohexadiene-1,4-dione|1,4-Benzoquinone",7
C00473,Retinol|all-trans-Retinol|Vitamin A|Vitamin A1,8
C00474,Ribitol|Adonitol,3
C00475,Cytidine,14
C00476,D-Lyxose,1
C00477,Ecdysone,6
C00478,Lichenin|Lichenan,0
C00479,Propanal|Propionaldehyde,5
C00480,Pullulan,0
C00481,"Pyrazole|1,2-Diazole",2
C00482,"Sinapate|Sinapic acid|3,5-Dimethoxy-4-hydroxycinnamic acid",10
C00483,Tyramine|2-(p-Hydroxyphenyl)ethylamine,6
C00484,Arylamide,0
C00486,Bilirubin,5
C00487,Carnitine|gamma-Trimethyl-hydroxybutyrobetaine|3-Hydroxy-4-trimethylammoniobutanoate,4
C00488,Formamide|Methanamide,3
C00489,"Glutarate|Glutaric acid|Pentanedioic acid|1,3-Propanedicarboxylic acid",3
C00490,Itaconate|Itaconic acid|Methylenesuccinic acid,6
C00491,L-Cystine|L-Dicysteine|L-alpha-Diamino-beta-dithiolactic acid,4
C00492,Raffinose|Melitose|Melitriose|Gossypose|6G-alpha-D-galactosylsucrose,7
C00493,"Shikimate|Shikimic acid|3,4,5-Trihydroxy-1-cyclohexenecarboxylic acid",7
C00494,Sisomicin|Antibiotic 6640|Dehydrogentamicin Cla|Rickamicin,0
C00495,Sulochrin,2
C00496,Ubiquitin,3
C00497,(R)-Malate|D-Malate|D-Malic acid,3
C00498,ADP-glucose|Adenosine diphosphoglucose,9
C00499,Allantoate|Allantoic acid,3
C00500,Biliverdin|Biliverdin IX alpha,9
C00501,CDP-glucose|CDP-D-Glucose,2
C00502,D-Xylonate,3
C00503,Erythritol|Erythrol|Phycitol|Phycite|Erythrite,1
C00504,Folate|Pteroylglutamic acid|Folic acid,4
C00505,Gentamicin,1
C00506,L-Cysteate|L-Cysteic acid|3-Sulfoalanine|2-Amino-3-sulfopropionic acid,7
C00507,L-Rhamnose|6-Deoxy-L-mannose|L-Mannomethylose|L-Rhamnopyranose,7
C00508,L-Ribulose|L-erythro-Pentulose|L-Arabinoketose|L-Arabinulose|L-Riboketose,3
C00509,"Naringenin|4',5,7-Trihydroxyflavanone|(2S)-Naringenin|(-)-(2S)-Naringenin",12
C00510,Oleoyl-CoA|(9Z)-Octadecenoyl-CoA,2
C00511,Acrylic acid|Propenoate|Acrylate|2-Propenoic acid|Vinylformic acid,5
C00512,S-Benzoate coenzyme A|Benzoyl-CoA,19
C00513,CDP-glycerol,3
C00514,D-Mannonate,4
C00515,D-Ornithine,6
C00516,Fibronectin,0
C00517,Hexadecanal|Palmitaldehyde,5
C00518,"Hyaluronate|Hyaluronic acid|[beta-N-Acetyl-D-glucosaminyl(1,4)beta-D-glucuronosyl(1,3)]n",2
C00519,Hypotaurine|2-Aminoethanesulfinic acid,3
C00521,(-)-Limonene|(-)-(S)-Limonene|(-)-(4S)-Limonene,6
C00522,(R)-Pantoate|Pantoate|Pantoic acid,6
C00523,Androsterone|3alpha-Hydroxy-5alpha-androstan-17-one,3
C00524,Cytochrome c|Holocytochrome c,1
C00525,D-Tryptophan,3
C00526,Deoxyuridine|2-Deoxyuridine|2'-Deoxyuridine,6
C00527,Glutaryl-CoA,8
C00528,Glycopeptide,0
C00530,"Hydroquinone|p-Benzenediol|1,4-Benzenediol|1,4-Dihydroxybenzene|Benzene-1,4-diol|Quinol|4-Hydroxyphenol",15
C00531,Itaconyl-CoA,7
C00532,L-Arabitol|L-Arabinol|L-Arabinitol|L-Lyxitol,4
C00533,Nitric oxide|NO|Nitrogen monoxide,20
C00534,Pyridoxamine|PM,6
C00535,Testosterone|17beta-Hydroxy-4-androsten-3-one,9
C00536,Triphosphate|Triphosphoric acid|Tripolyphosphate|Inorganic triphosphate,8
C00538,2-Oxoaldehyde,2
C00539,Aromatic acid|Aromatic carboxylic acid,3
C00540,Cinnamoyl-CoA|S-(Cinnamoyl) coenzyme A,5
C00541,Cob(II)alamin|Vitamin B12r,6
C00542,Cystathionine,2
C00543,Dimethylamine|(CH3)2NH,10
C00544,"Homogentisate|Homogentisic acid|2,5-Dihydroxyphenylacetic acid|2,5-Dihydroxyphenylacetate",12
C00545,L-Arabinonate,2
C00546,Methylglyoxal|Pyruvaldehyde|Pyruvic aldehyde|2-Ketopropionaldehyde|2-Oxopropanal,15
C00547,"L-Noradrenaline|Noradrenaline|Norepinephrine|Arterenol|4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol",4
C00548,"Phenyl acetate|Acetylphenol|Acetic acid,phenyl ester",1
C00549,RNA (poly(U)),0
C00550,Sphingomyelin,5
C00551,beta-D-Glucan|beta-Glucan,0
C00552,meso-Tartaric acid|meso-Tartrate,4
C00553,(+)-Neomenthol,2
C00555,4-Aminobutyraldehyde|4-Aminobutanal,8
C00556,Benzyl alcohol|alpha-Hydroxytoluene|Benzenemethanol|Phenylmethanol|Phenylcarbinol|Hydroxymethylbenzene,7
C00557,Cyclopentanone,2
C00558,D-Tagaturonate|D-Tagaturonic acid,2
C00559,Deoxyadenosine|2'-Deoxyadenosine,4
C00561,Mandelonitrile|Benzaldehyde cyanohydrin|(R)-Mandelonitrile,5
C00562,Phosphoprotein,2
C00563,Phosphoramidon,0
C00565,"Trimethylamine|(CH3)3N|N,N-Dimethylmethanamine",10
C00566,(3S)-Citryl-CoA,3
C00568,4-Aminobenzoate|ABEE|4-Aminobenzoic acid|p-Aminobenzoate,9
C00569,Arabinogalactan|Arabinogalactoglycan,0
C00570,CDP-ethanolamine|Cytidine diphosphate ethanolamine,6
C00571,Cyclohexylamine|Cyclohexanamine,3
C00573,Keratan sulfate|Kerato sulfate|Keratan 6'-sulfate|Keratan|Kerato 6'-sulfate,4
C00574,beta-D-Fucoside,0
C00575,"3',5'-Cyclic AMP|Cyclic adenylic acid|Cyclic AMP|Adenosine 3',5'-phosphate|Adenosine 3',5'-cyclic phosphate|cAMP",2
C00576,Betaine aldehyde,8
C00577,D-Glyceraldehyde,11
C00579,Dihydrolipoamide|Dihydrothioctamide,1
C00580,Dimethyl sulfide|Methyl sulfide|Methyl thioether,6
C00581,Guanidinoacetate|Guanidinoacetic acid|Glycocyamine|N-Amidinoglycine|Guanidoacetic acid,4
C00582,Phenylacetyl-CoA|Phenylacetyl coenzyme A,7
C00583,"Propane-1,2-diol|1,2-Propanediol|Propylene glycol",5
C00584,"Prostaglandin E2|(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprosta-5,13-dienoate|(5Z,13E)-(15S)-11alpha,15-Dihydroxy-9-oxoprost-13-enoate|Dinoprostone|PGE2",4
C00585,Protein tyrosine|[Protein]-L-tyrosine,3
C00586,2-Deoxy-D-glucose|2-Deoxy-D-arabino-hexose|D-arabino-2-Deoxyhexose,2
C00587,3-Hydroxybenzoate|3-Hydroxybenzoic acid|m-Hydroxybenzoic acid,9
C00588,Choline phosphate|Phosphorylcholine|Phosphocholine|O-Phosphocholine,8
C00590,Coniferyl alcohol|Coniferol|4-(3-Hydroxy-1-propenyl)-2-methoxyphenol|trans-Coniferyl alcohol,7
C00591,N-Acylneuraminate,3
C00593,Sulfoacetaldehyde|2-Sulfoacetaldehyde,11
C00596,"2-Hydroxy-2,4-pentadienoate|cis-2-Hydroxypenta-2,4-dienoate|Oxopent-4-enoate|2-Oxopent-4-enoate|2-Hydroxypenta-2,4-dienoate",15
C00597,Glycerate 3-phosphate|3-Phosphoglycerate,0
C00599,Cholest-4-en-3-one|Cholestenone|4-Cholesten-3-one,5
C00601,Phenylacetaldehyde|alpha-Tolualdehyde,8
C00602,beta-D-Galactoside,1
C00603,(-)-Ureidoglycolate|(S)-Ureidoglycolate,6
C00604,"1,10-Phenanthroline|o-Phenanthroline",0
C00605,"2,3-Dehydroacyl-CoA|Dehydroacyl-CoA",7
C00606,3-Sulfino-L-alanine|L-Cysteinesulfinic acid|3-Sulphino-L-alanine|3-Sulfinoalanine,6
C00607,Chondroitin sulfate,0
C00608,Deoxyribonucleotide,0
C00609,Long-chain aldehyde,8
C00611,"N-Acetyllactosamine|beta-D-Galactosyl-1,4-N-acetyl-D-glucosamine|beta-D-Galactosyl-1,4-N-acetyl-beta-D-glucosamine",3
C00612,N1-Acetylspermidine,1
C00613,Protein-L-arginine|Peptide L-arginine,4
C00614,Protein glutamate|Protein L-glutamate,3
C00615,Protein histidine|Protein L-histidine|[Protein]-L-histidine,30
C00616,Quercetin 3-sulfate,3
C00617,UDP-D-galacturonate|UDPgalacturonate,6
C00618,3-Dehydro-L-gulonate,5
C00619,3-Oxo-delta4-steroid,3
C00620,alpha-D-Ribose 1-phosphate|Ribose 1-phosphate|D-Ribose 1-phosphate,15
C00621,Dolichyl diphosphate|Dolichol diphosphate,5
C00623,sn-Glycerol 1-phosphate|sn-Gro-1-P|L-Glycerol 1-phosphate,5
C00624,N-Acetyl-L-glutamate|N-Acetyl-L-glutamic acid,3
C00625,N-Acyl-D-mannosamine,3
C00627,Pyridoxine phosphate|Pyridoxine 5-phosphate|Pyridoxine 5'-phosphate|Pyridoxol 5'-phosphate,4
C00628,"2,5-Dihydroxybenzoate|2,5-Dihydroxybenzoic acid|Gentisic acid|Hydroquinonecarboxylic acid|Gentisate",8
C00630,2-Methylpropanoyl-CoA|2-Methylpropionyl-CoA|Isobutyryl-CoA,10
C00631,2-Phospho-D-glycerate|D-Glycerate 2-phosphate|2-Phospho-(R)-glycerate,6
C00632,3-Hydroxyanthranilate|3-Hydroxyanthranilic acid,10
C00633,4-Hydroxybenzaldehyde|p-Hydroxybenzaldehyde,9
C00634,Chondroitin 4-sulfate|Chondroitin sulfate A|Chondroitin 4'-sulfate,1
C00635,Chondroitin 6-sulfate|Chondroitin sulfate C|Chondroitin 6'-sulfate,1
C00636,D-Mannose 1-phosphate|alpha-D-Mannose 1-phosphate,8
C00637,Indole-3-acetaldehyde|2-(Indol-3-yl)acetaldehyde|Indoleacetaldehyde,7
C00638,Long-chain fatty acid|Higher fatty acid,6
C00639,"Prostaglandin F2alpha|(5Z,13E)-(15S)-9alpha,11alpha,15-Trihydroxyprosta-5,13-dienoate|(+)-Prostaglandin F2a|7-[3,5-Dihydroxy-2-(3-hydroxy-1-octenyl)cyclopentyl]-5-heptenoic acid|9a,11a-PGF2|Amoglandin|Cyclosin|Dinoprost|Enzaprost|Enzaprost F|Panacelan|PGF2a|9,11,15-Trihydroxy-(5Z,9a,11a,13E,15S)-prosta-5,13-dien-1-oic acid|Prostaglandin F2a|Prostin F 2 alpha|Protamodin|U 14583|(5Z,9alpha,11alpha,13E,15S)-9,11,15-Trihydroxyprosta-5,13-dienoate",5
C00640,(3S)-3-Hydroxyacyl-CoA|(S)-3-Hydroxyacyl-CoA,3
C00641,"1,2-Diacyl-sn-glycerol|1,2-Diacylglycerol|L-1,2-Diacylglycerol",29
C00642,4-Hydroxyphenylacetate|4-Hydroxyphenylacetic acid,9
C00643,5-Hydroxy-L-tryptophan|Oxitriptan,5
C00644,D-Mannitol 1-phosphate,5
C00645,N-Acetyl-D-mannosamine|2-Acetamido-2-deoxy-D-mannose,7
C00647,Pyridoxamine phosphate|Pyridoxamine 5-phosphate|Pyridoxamine 5'-phosphate,6
C00650,4-Hydroxymandelonitrile,1
C00651,4-Methylene-L-glutamate,3
C00652,"D-Arabinono-1,4-lactone",4
C00653,"Poly(ribitol phosphate)|Poly-1,5-ribitol phosphate|(Ribitol phosphate)n|(Ribitol phosphate)n+1",5
C00655,Xanthosine 5'-phosphate|Xanthylic acid|XMP|(9-D-Ribosylxanthine)-5'-phosphate,7
C00658,"trans-2,3-Dehydroacyl-CoA|trans-2-Enoyl-CoA|trans-2,3-Didehydroacyl-CoA|trans-Didehydroacyl-CoA|(2E)-2-Enoyl-CoA",7
C00659,2-Aceto-2-hydroxybutanoate,0
C00661,Glyceraldehyde 3-phosphate,0
C00662,Reduced adrenal ferredoxin|Reduced adrenodoxin,13
C00663,beta-D-Glucose 1-phosphate,10
C00664,5-Formiminotetrahydrofolate|5-Formimidoyltetrahydrofolate,3
C00665,"beta-D-Fructose 2,6-bisphosphate|D-Fructose 2,6-bisphosphate",4
C00666,"LL-2,6-Diaminoheptanedioate|LL-2,6-Diaminopimelate|LL-2,6-Diaminopimelic acid",4
C00667,Oxidized adrenal ferredoxin|Oxidized adrenodoxin,13
C00668,alpha-D-Glucose 6-phosphate,12
C00669,gamma-L-Glutamyl-L-cysteine|L-gamma-Glutamylcysteine|5-L-Glutamyl-L-cysteine|gamma-Glutamylcysteine,5
C00670,sn-Glycero-3-phosphocholine|Glycerophosphocholine,8
C00671,(S)-3-Methyl-2-oxopentanoic acid|(S)-3-Methyl-2-oxopentanoate|(3S)-3-Methyl-2-oxopentanoic acid|(3S)-3-Methyl-2-oxopentanoate,10
C00672,2-Deoxy-D-ribose 1-phosphate|2-Deoxy-alpha-D-ribose 1-phosphate,8
C00673,2-Deoxy-D-ribose 5-phosphate,3
C00674,"5alpha-Androstane-3,17-dione|Androstanedione",5
C00675,Deoxynucleoside 3'-phosphate,1
C00676,Deoxynucleoside 5'-phosphate|2'-Deoxynucleoside 5'-phosphate|2'-Deoxynucleoside 5'-monophosphate|2'-Deoxyribonucleoside 5'-monophosphate,5
C00677,Deoxynucleoside triphosphate,1
C00679,5-Dehydro-4-deoxy-D-glucarate,4
C00680,"meso-2,6-Diaminoheptanedioate|meso-2,6-Diaminopimelate|meso-2,6-Diaminopimelic acid|meso-Diaminoheptanedioate",4
C00681,1-Acyl-sn-glycerol 3-phosphate|2-Lysophosphatidate|Lysophosphatidate|Lysophosphatidic acid,8
C00682,2-Hydroxymuconate semialdehyde|2-Hydroxymuconic semialdehyde|2-Hydroxymuconate-6-semialdehyde,5
C00683,(S)-Methylmalonyl-CoA|(S)-Methylmalonyl-coenzyme A|(2S)-Methylmalonyl-CoA|D-Methylmalonyl-CoA,6
C00684,2-Dehydro-3-deoxy-L-arabinonate|2-Dehydro-3-deoxy-L-pentonate,3
C00685,3-Oxoacyl-[acyl-carrier protein],3
C00686,N-Acyl-D-mannosamine 6-phosphate,3
C00688,dTDP-4-dehydro-beta-L-rhamnose|dTDP-4-dehydro-6-deoxy-beta-L-mannose|dTDP-4-oxo-6-deoxy-L-mannose|dTDP-4-oxo-L-rhamnose,6
C00689,"alpha,alpha'-Trehalose 6-phosphate|Trehalose 6-phosphate",7
C00691,"2,4,6/3,5-Pentahydroxycyclohexanone|scyllo-Inosose|2-Inosose",7
C00692,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,4
C00693,"trans-2,3-Dehydroacyl-[acyl-carrier protein]|trans-2-Enoyl-[acyl-carrier protein]",3
C00694,"beta-D-Galactosyl-(1->4)-beta-N-acetyl-D-glucosaminyl-R|beta-D-Galactosyl-1,4-N-acetyl-D-glucosaminyl-R|beta-D-Galactosyl-(1->4)-N-acetyl-D-glucosaminyl-R",3
C00695,"Cholic acid|Cholate|3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanate|3alpha,7alpha,12alpha-Trihydroxy-5beta-cholanic acid",8
C00696,"Prostaglandin D2|(5Z,13E)-(15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate|(5Z,13E,15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate|PGD2",5
C00697,Nitrogen|N2,10
C00698,Cl-|Chloride|Chloride ion,27
C00700,XTP|Xanthosine 5'-triphosphate,2
C00701,Base|Nucleobase|Base1|Base2,5
C00703,Mercury(2+)|Hg2+|Mercuric ion,3
C00704,O2.-|Superoxide anion|O2-,3
C00705,dCDP|2'-Deoxycytidine diphosphate|2'-Deoxycytidine 5'-diphosphate,6
C00706,Amine|Substituted amine,4
C00707,Xylan,0
C00708,Iodide|I-,7
C00711,Malate|Malic acid|2-Hydroxybutanedioic acid,0
C00712,(9Z)-Octadecenoic acid|(Z)-Octadec-9-enoic acid|Oleate|Oleic acid,7
C00713,Panose,0
C00714,"Pectin|Poly(1,4-alpha-D-galacturonide)",2
C00715,Pterin|2-Amino-4-oxopteridine|2-Amino-4-hydroxypteridine,2
C00716,Serine|2-Amino-3-hydroxypropionic acid|3-Hydroxyalanine,2
C00717,Alditol|Glycitol|Sugar alcohol,2
C00718,"Amylose|Amylose chain|(1,4-alpha-D-Glucosyl)n|(1,4-alpha-D-Glucosyl)n+1|(1,4-alpha-D-Glucosyl)n-1|4-{(1,4)-alpha-D-Glucosyl}(n-1)-D-glucose|1,4-alpha-D-Glucan",19
C00719,"Betaine|Trimethylaminoacetate|Glycine betaine|N,N,N-Trimethylglycine|Trimethylammonioacetate",9
C00720,RBr,1
C00721,Dextrin,3
C00722,Epoxide|Oxirane|Alkene oxide|Olefin oxide,2
C00723,Insulin,1
C00725,Lipoate|Lipoic acid|alpha-Lipoic acid|Thioctic acid,2
C00726,Nitrile|R-CN,6
C00727,"Orcinol|5-Methyl-1,3-benzenediol|5-Methylresorcinol|3,5-Toluenediol|3,5-Dihydroxytoluene",2
C00729,Tropine|3alpha-Tropanol,6
C00732,Ubenimex,0
C00734,"Chitosan|beta-1,4-Poly-D-glucosamine",5
C00735,"Cortisol|Hydrocortisone|11beta,17alpha,21-Trihydroxy-4-pregnene-3,20-dione|Kendall's compound F|Reichstein's substance M",9
C00736,Cysteine|2-Amino-3-mercaptopropionic acid,3
C00737,D-Aldose|D-Aldose1|D-Aldose2,3
C00738,D-Hexose|Hexose,5
C00739,"D-Lysine|D-2,6-Diaminohexanoic acid",4
C00740,D-Serine,5
C00741,"Diacetyl|Biacetyl|Dimethylglyoxal|2,3-Butanedione",5
C00742,Fluoride|F-|Fluoride ion,1
C00744,Macrocin|Tylosin C,2
C00745,Nicotine|(S)-3-(1-Methylpyrrolidin-2-yl)pyridine|(S)-Nicotine,2
C00746,Oxytocin|Ocytocin|OT|OXT,0
C00747,Pyridine|Azabenzene,2
C00748,Siroheme,1
C00750,"Spermine|N,N'-Bis(3-aminopropyl)-1,4-butanediamine",3
C00751,Squalene|Spinacene|Supraene,12
C00752,Thrombin|Coagulation factor II,0
C00753,Tungsten,0
C00755,4-Hydroxy-3-methoxy-benzaldehyde|Vanillin|Vanillaldehyde|4-Hydroxy-3-methoxybenzaldehyde,6
C00756,1-Octanol,2
C00757,Berberine|Umbellatine,3
C00758,Bergaptol|5-Hydroxypsoralen|5-Hydroxyfuranocoumarin,1
C00759,Caldesmon,2
C00760,"Cellulose|(1,4-beta-D-Glucosyl)n|(1,4-beta-D-Glucosyl)n+1|(1,4-beta-D-Glucosyl)n-1|1,4-beta-D-Glucan|Microcrystalline cellulose",10
C00761,Coniferin,2
C00762,"Cortisone|17alpha,21-Dihydroxy-4-pregnene-3,11,20-trione|Kendall's compound E|Reichstein's substance Fa",4
C00763,D-Proline,5
C00764,D-Sorbose|D-xylo-Hexulose,2
C00765,Digitonin,0
C00766,"Flavanone|2,3-Dihydroflavone",7
C00768,Histidine|alpha-Amino-1H-imidazole-4-propionic acid,0
C00770,L-Idonate,3
C00771,Laminarin|Laminaran,0
C00772,Mevaldate|Mevaldic acid,2
C00773,Pepstatin,0
C00774,Phloretin,1
C00775,Porphyran,0
C00777,"Retinoate|Retinoic acid|Vitamin A acid|all-trans-Retinoate|Acide retinoique (French) (DSL)|Tretinoine (French) (EINECS)|3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexene-1-yl)-2,4,6,8-nonatetraenoic acid (ECL)|(all-E)-3,7-Dimethyl-9-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2,4,6,8-nonatetraenoic acid|beta-Retinoic acid|AGN 100335|all-(E)-Retinoic acid|all-trans-beta-Retinoic acid|all-trans-Retinoic acid|all-trans-Tretinoin|all-trans-Vitamin A acid|Ro 1-5488|trans-Retinoic acid|Tretin M|all-trans-Vitamin A1 acid",6
C00778,Rhodopsin|Visual purple,3
C00779,"Scytalone|3,4-Dihydro-3,6,8-trihydoroxy-1(2H)-napthalenone",2
C00780,Serotonin|3-(2-Aminoethyl)-1H-indol-5-ol|5-Hydroxytryptamine|Enteramine,6
C00783,Tropinone|3-Tropanone,4
