"KO","Flux Value","Reaction Abbreviation","Reaction Name","Reaction Equation (Metabolite Abbreviation)","Reversible","Lower Bound","Upper Bound","Biological Objective","Synthetic Objective","Gene Association","Protein Association","Subsystem","Protein Class","GPR","Genes","Protein","Confidence Score","EC. Number"
"false","0.0","R_ADEN_M"," ","M_h2o_m + M_amp_m --> M_aden_m + M_pi_m","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","4417"," "," ","2","3.1.3.5"
"false","0.0","R_DAMP_M"," ","M_a_m + M_pi_m <==> M_damp_m + M_h2o_m","true","-1000.0","1000.0","0.0","0.0"," "," ","purine"," ","4417"," "," ","2","3.1.3.5"
"false","0.0","R_CMP_M"," ","M_cmp_m + M_h2o_m --> M_cyt_m + M_pi_m","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","4417"," "," ","2","3.1.3.5"
"false","0.0","R_UMP_M"," ","M_ump_m + M_h2o_m --> M_urid_m + M_pi_m","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","4417"," "," ","2","3.1.3.5"
"false","0.0","R_IMP_M"," ","M_imp_m + M_h2o_m --> M_inos_m + M_pi_m","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","4417"," "," ","2","3.1.3.5"
"false","0.0","R_GMP_M"," ","M_gmp_m + M_h2o_m --> M_guans_m + M_pi_m","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","4417"," "," ","2","3.1.3.5"
"false","0.0","R_DTMP_m"," ","M_dtmp_m + M_h2o_m --> M_thym_m + M_pi_m","false","0.0","1000.0","0.0","0.0"," "," ","purine"," ","4417"," "," ","2","3.1.3.5"
"false","0.0","R_DCMP_M"," ","M_dcmp_m + M_h2o_m <==> M_c_m + M_pi_m","true","-1000.0","1000.0","0.0","0.0"," "," ","purine"," ","4417"," "," ","2","3.1.3.5"
"false","0.0","R_DGMP_M"," ","M_dgmp_m + M_h2o_m <==> M_g_m + M_pi_m","true","-1000.0","1000.0","0.0","0.0"," "," ","purine"," ","4417"," "," ","2","3.1.3.5"
"false","0.0","R_DUMP_m"," ","M_dump_m + M_h2o_m <==> M_u_m + M_pi_m","true","-1000.0","1000.0","0.0","0.0"," "," ","purine"," ","4417"," "," ","2","3.1.3.5"
"false","0.0","R_INOS"," ","M_aden_c + M_h2o_c --> M_nh3_c + M_inos_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","22117 or 3559"," "," ","2","3.5.4.4"
"false","0.0","R_HYPOX"," ","M_imp_c + M_ppi_c <==> M_hypox_c + M_prpp_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","35566"," "," ","2","2.4.2.8"
"false","0.0","R_ADENINE"," ","M_amp_c + M_ppi_c <==> M_adenine_c + M_prpp_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","35566"," "," ","2","2.4.2.8"
"false","0.0","R_GUAN"," ","M_gmp_c + M_ppi_c <==> M_guan_c + M_prpp_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","35566"," "," ","2","2.4.2.8"
"false","0.0","R_XANTH"," ","M_xmp_c + M_ppi_c <==> M_xanth_c + M_prpp_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","35566"," "," ","2","2.4.2.8"
"false","0.0","R_ADLMET_M"," ","M_atp_c + M_met_c + M_h2o_c --> M_pi_c + M_ppi_c + M_adlmet_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","bd913"," "," ","2","2.5.1.6"
"false","0.0","R_ADSMETHDEC","adenosylmethionine decarboxylase","M_adlmet_c + M_h_c --> M_adsmeth_c + M_co2_c","false","0.0","1000.0","0.0","0.0"," "," ","arginine and proline metabolism, cysteine and methionine metabolism"," ","7867, 7621, 3662, 7617"," "," ","2","4.1.1.50"
"false","0.0","R_AK","aspartinase ","M_atp_c + M_asp_c --> M_adp_c + M_aspphos_c","false","0.0","1000.0","0.0","0.0"," "," ","lysine, homoserine"," ","47956, 22113"," "," ","2","2.7.2.4"
"false","0.0","R_ASD","aspartate-semialdehyde dehydrogenase","M_aspphos_c + M_nadph_c + M_h_c --> M_semiald_c + M_pi_c + M_nadp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","10757, 107"," "," ","2","1.2.1.11"
"false","0.0","R_HSD","bifunctional aspartinase / homoserine dehydrogenase 1 ","M_semiald_c + M_nadh_c + M_h_c --> M_homos_c + M_nad_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","22113, 48694"," "," ","2","1.1.1.3"
"false","0.0","R_HSD1","bifunctional aspartinase / homoserine dhd 1 ","M_semiald_c + M_nadph_c + M_h_c --> M_homos_c + M_nadp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","22113, 48694"," "," ","2","1.1.1.3"
"false","0.0","R_T_HOMOS"," ","M_homos_c <==> M_homos_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_HSD_P"," ","M_semiald_p + M_nadh_p + M_h_p --> M_homos_p + M_nad_p","false","0.0","1000.0","0.0","0.0"," "," "," "," ","26813"," "," ","2","1.1.1.3"
"false","0.0","R_HSD1_P"," ","M_semiald_p + M_nadph_p + M_h_p --> M_homos_p + M_nadp_p","false","0.0","1000.0","0.0","0.0"," "," "," "," ","26813"," "," ","2","1.1.1.3"
"false","0.0","R_HSK","Homoserine kinase","M_atp_c + M_homos_c <==> M_adp_c + M_plhomos_c","true","0.0","1000.0","0.0","0.0"," "," "," "," ","46461"," "," ","2","2.7.1.39"
"false","0.0","R_THRSYN","threonine synthase","M_plhomos_c + M_h2o_c --> M_thr_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," ","threonine synthesis"," ","3559, 35594"," "," ","2","4.2.3.1"
"false","0.0","R_THRALD_M"," ","M_gly_m + M_acetyde_m <==> M_thr_m","true","-1000.0","1000.0","0.0","0.0"," "," ","threonine and glycine"," ","54015"," "," ","2","4.1.2.5"
"false","0.0","R_THRALD"," ","M_gly_c + M_acetyde_c <==> M_thr_c","true","-1000.0","1000.0","0.0","0.0"," "," ","threonine and glycine"," ","18665"," "," ","2","4.1.2.5"
"false","0.0","R_T_GLY_CP"," ","M_gly_c + M_atp_c --> M_gly_p + M_adp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_T_GLY_PC"," ","M_gly_p + M_atp_c --> M_gly_c + M_adp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1"," "
"false","0.0","R_THRALD_P","threonine aldolase","M_gly_p + M_acetyde_p <==> M_thr_p","true","-1000.0","1000.0","0.0","0.0"," "," ","threonine and glycine"," ","49372"," "," ","2","4.1.2.5"
"false","0.0","R_CBS","cystathionine beta-synthase","M_ser_c + M_homocys_c <==> M_cysth_c + M_h2o_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","42003"," "," ","2","4.2.1.22"
"false","0.0","R_3PGDH","D-3-phosphoglycerate dehydrogenase","M_gly3p_c + M_nad_c <==> M_nadh_c + M_h_c + M_3phpyr_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","2607, 33833"," "," ","2","1.1.1.95"
"false","0.0","R_3PGDH_M","D-3-phosphoglycerate dehydrogenase","M_gly3p_m + M_nad_m <==> M_nadh_m + M_h_m + M_3phpyr_m","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","27166, 45592"," "," ","2","1.1.1.95"
"false","0.0","R_3PGDH_P","D-3-phosphoglycerate dehydrogenase","M_gly3p_p + M_nad_p <==> M_nadh_p + M_h_p + M_3phpyr_p","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","26077"," "," ","2","1.1.1.95"
"false","0.0","R_3PGDH2","D-3-phosphoglycerate dehydrogenase","M_hydrxglut_c + M_nad_c <==> M_oxoglut_c + M_nadh_c + M_h_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","26077"," "," ","2","1.1.1.95"
"false","0.0","R_PHSERAMTR","phosphoserine aminotransferase","M_3phpyr_c + M_glu_c <==> M_pser_c + M_oxoglut_c","true","-1000.0","1000.0","0.0","0.0"," "," ","serine biosynthesis"," ","42458"," "," ","2","2.6.1.52"
"false","0.0","R_PHTOX","O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase","M_phydrx_c + M_oxoglut_c <==> M_oxhydrx_c + M_glu_c","true","-1000.0","1000.0","0.0","0.0"," "," ","serine biosynthesis"," ","42458"," "," ","2","2.6.1.52"
"false","0.0","R_PHSERPH","phosphoserine phosphatase","M_pser_c + M_h2o_c --> M_ser_c + M_pi_c","false","0.0","1000.0","0.0","0.0"," "," ","serine biosynthesis"," ","19244, 17936"," "," ","2","3.1.3.3"
"false","0.0","R_TRPA","tryptophan synthase","M_indgp_c + M_ser_c --> M_g3p_c + M_h2o_c + M_trp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","52286 TRPB, 41702"," "," ","2","4.2.1.20"
"false","0.0","R_TRPINDGP","tryptophan synthase","M_indgp_c <==> M_ind_c + M_g3p_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","41702"," "," ","2","4.2.1.20"
"false","0.0","R_TRPIND","tryptophan synthase","M_ser_c + M_ind_c --> M_trp_c + M_h2o_c","false","0.0","1000.0","0.0","0.0"," "," ","tryptophan synthesis"," ","41702"," "," ","2","4.2.1.20"
"false","0.0","R_TRPDEG"," ","M_trp_c + M_h2o_c --> M_nh3_c + M_ind_c + M_pyr_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","4950, 49505"," "," ","2","4.1.99.1"
"false","0.0","R_METX","homoserine O-acetyltransferase","M_homos_c + M_acca_c --> M_acethomser_c + M_coa_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","16499"," "," ","2","2.3.1.31"
"false","0.0","R_ACTLY","O-acetylhomoserine (thiol)-lyase","M_metthiol_c + M_acethomser_c <==> M_acet_c + M_met_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","50964"," "," ","2","2.5.1.49"
"false","0.0","R_EX_SULF","sulfate","M_sulf_c <==> ","true","-1000.0","1000.0","0.0","0.0"," "," ","sulfur metabolism"," "," "," "," ","1"," "
"false","0.0","R_SULFA"," ","M_sulf_c + M_atp_c --> M_ppi_c + M_asulf_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","42282 or 19901 or 34493 or 1990"," "," ","2","2.7.7.4"
"false","0.0","R_SULFA2"," ","M_asulf_c + M_atp_c --> M_paps_c + M_adp_c + 2 M_h_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","19901 or 1990"," "," ","2","2.7.1.25"
"false","0.0","R_SULFRED"," ","M_paps_c + M_thrdx_c --> M_thrdxdis_c + M_sulft_c + M_pap_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","25956"," "," ","2","1.8.4.8"
"false","0.0","R_H2SFODX"," ","M_sulft_p + 6 M_rfdx_p + 6 M_h_p --> M_h2s_p + 6 M_ofdx_p + 3 M_h2o_p","false","0.0","1000.0","0.0","0.0"," "," "," "," ","24374"," "," ","2","1.8.7.1"
"false","0.0","R_ACETHCYS"," ","M_acethomser_c + M_h2s_c --> M_acet_c + M_homocys_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","50964"," "," ","2","2.5.1.49"
"false","0.0","R_SATase","serine O-acetyltransferase","M_ser_c + M_acca_c --> M_acetser_c + M_coa_c","false","0.0","1000.0","0.0","0.0"," "," ","cysteine biosynthesis"," ","46665"," "," ","2","2.3.1.30"
"false","0.0","R_CYSTS","cysteine synthase","M_acetser_c + M_h2s_c --> M_cys_c + M_acet_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","5491"," "," ","2","2.5.1.47"
"false","0.0","R_CYSTS_P"," ","M_acetser_p + M_h2s_p --> M_cys_p + M_acet_p","false","0.0","1000.0","0.0","0.0"," "," "," "," ","54915"," "," ","2","2.5.1.47"
"false","0.0","R_CYSTS_M"," ","M_acetser_m + M_h2s_m --> M_cys_m + M_acet_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","331"," "," ","2","2.5.1.47"
"false","0.0","R_CYSLY","cysteine lyase","M_2ab2e_c + M_h2o_c --> M_2oxobut_c + M_nh3_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","15917"," "," ","2","4.4.1.1"
"false","0.0","R_CYSAB","cysteine lyase","M_cysth_c <==> M_cys_c + M_2ab2e_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","15917"," "," ","2","4.4.1.1"
"false","0.0","R_CYS2"," ","M_cys_c + M_h2o_c --> M_nh3_c + M_pyr_c + M_h2s_c","false","0.0","1000.0","0.0","0.0"," "," "," "," ","15917"," "," ","2","4.4.1.1"
"false","0.0","R_CYS3"," ","M_homos_c <==> M_nh3_c + M_2oxobut_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," ","15917"," "," ","2","4.4.1.1"
"false","0.0","R_ACET2LACS","s2acetlac synthase","2 M_pyr_c --> M_s2acetlac_c + M_co2_c","false","0.0","1000.0","0.0","0.0"," "," ","Valine, Pantothenate and coa biosynthesis"," ","56476"," "," ","2","2.2.1.6"
"false","0.0","R_KARED","ketol-acid reductoisomerase","M_s2acetlac_c + M_nadph_c + M_h_c <==> M_dihyd3mebut_c + M_nadp_c","true","-1000.0","1000.0","0.0","0.0"," "," ","Pantothenate and coa biosynthesis"," ","30967"," "," ","2","1.1.1.86"
"false","0.0","R_DH3MB","2,3-Dihydroxy-3-methylbutanoate hydro-lyase","M_dihyd3mebut_c --> M_3me2oxobut_c + M_h2o_c","false","0.0","1000.0","0.0","0.0"," "," ","Pantothenate and coa biosynthesis"," ","20547"," "," ","2","4.2.1.9"
"false","0.0","R_VAL_P"," ","M_glu_p + M_3me2oxobut_p <==> M_val_p + M_oxoglut_p","true","-1000.0","1000.0","0.0","0.0"," "," ","valine"," ","50793"," "," ","2","2.6.1.42"
"false","0.0","R_VAL_M"," ","M_glu_m + M_3me2oxobut_m <==> M_val_m + M_oxoglut_m","true","-1000.0","1000.0","0.0","0.0"," "," ","valine"," ","50806"," "," ","2","2.6.1.42"
"false","0.0","R_VAL","transferase","M_glu_c + M_3me2oxobut_c <==> M_val_c + M_oxoglut_c","true","-1000.0","1000.0","0.0","0.0"," "," ","valine"," ","28585 or 32849 or 43697"," "," ","2","2.6.1.42"
"false","0.0","R_PANB"," ","M_3me2oxobut_m + M_mthf_m + M_h2o_m --> M_thf_m + M_2dhp_m","false","0.0","1000.0","0.0","0.0"," "," ","Pantothenate and coa biosynthesis"," ","8765"," "," ","2","2.1.2.11"
"false","0.0","R_PANE"," ","M_2dhp_c + M_nadph_c + M_h_c <==> M_nadp_c + M_pant_c","true","-1000.0","1000.0","0.0","0.0"," "," ","Pantothenate and coa biosynthesis"," "," "," "," ","1","1.1.1.169"
"false","0.0","R_APROA"," ","M_sprn_m + M_o2_m + M_h2o_m --> M_sper_m + M_aproa_m + M_h2o2_m","false","0.0","1000.0","0.0","0.0"," "," "," "," ","48603 or 51708"," "," ","2","1.5.3.16"
"false","0.0","R_ALAB"," ","M_aproa_m + M_nadp_m + M_h2o_m --> M_alab_m + M_nadph_m","false","0.0","1000.0","0.0","0.0"," "," ","Pantothenate and coa biosynthesis"," ","31906"," "," ","2","1.2.1.3"
"false","0.0","R_PANC"," ","M_atp_m + M_pant_m + M_alab_m --> M_amp_m + M_ppi_m + M_pnto_m","false","0.0","1000.0","0.0","0.0"," "," ","Pantothenate and coa biosynthesis"," ","22955"," "," ","2","6.3.2.1"
"false","0.0","R_COAA"," ","M_atp_c + M_pnto_c --> M_adp_c + M_4ppan_c","false","0.0","1000.0","0.0","0.0"," "," ","Pantothenate and coa biosynthesis"," ","15134 or 3145 or 43766"," "," ","2","2.7.1.33"
"false","0.0","R_COAB"," ","M_4ppan_c + M_ctp_c + M_cys_c --> M_cmp_c + M_ppi_c + M_4ppcys_c","false","0.0","1000.0","0.0","0.0"," "," ","Pantothenate and coa biosynthesis"," ","10089 or 10005"," "," ","2","6.3.2.5"
"false","0.0","R_COAC"," ","M_4ppcys_c --> M_co2_c + M_pan4p_c","false","0.0","1000.0","0.0","0.0"," "," ","Pantothenate and coa biosynthesis"," ","10089"," "," ","2","4.1.1.36"
"false","0.0","R_COAD"," ","M_pan4p_c + M_atp_c <==> M_dpcoa_c + M_ppi_c","true","-1000.0","1000.0","0.0","0.0"," "," ","Pantothenate and coa biosynthesis"," ","43748"," "," ","2","2.7.7.3"
"false","0.0","R_COASY"," ","M_atp_c + M_dpcoa_c --> M_adp_c + M_coa_c","false","0.0","1000.0","0.0","0.0"," "," ","Pantothenate and coa biosynthesis"," ","12589 or 8876"," "," ","2","2.7.1.24"
"false","0.0","R_LYS5"," ","M_coa_c + M_apoacp_c --> M_acp_c + M_pap_c","false","0.0","1000.0","0.0","0.0"," "," ","Pantothenate and coa biosynthesis"," ","41265"," "," ","2","2.7.8.-"
"false","0.0","R_PAP"," ","M_pap_c + M_h2o_c <==> M_amp_c + M_pi_c","true","-1000.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1","3.1.3.7"
"false","0.0","R_APOCOA"," ","M_acp_c + M_h2o_c --> M_pan4p_c + M_apoacp_c","false","0.0","1000.0","0.0","0.0"," "," "," "," "," "," "," ","1","3.1.4.14"
"false","0.0","R_S2A","s2a","2 M_pyr_c --> M_s2acet2hbut_c + M_co2_c","false","0.0","1000.0","0.0","0.0"," "," ","valine, leucine, isoleucine biosynthesis"," ","56476"," "," ","2","2.2.1.6"
"false","0.0","R_S2A2","acetolactate synthase","M_pyr_c + M_2oxobut_c --> M_s2acet2hbut_c + M_co2_c","false","0.0","1000.0","0.0","0.0"," "," ","valine, leucine, isoleucine biosynthesis"," ","56476"," "," ","2","2.2.1.6, r08648"
"false","0.0","R_KARED1"," ","M_s2acet2hbut_c <==> M_3h3me2oxpen_c","true","-1000.0","1000.0","0.0","0.0"," "," ","valine, leucine, isoleucine biosynthesis"," ","30967"," "," ","2","1.1.1.86"
"false","0.0","R_KARED2"," ","M_3h3me2oxpen_c + M_nadph_c + M_h_c <==> M_nadp_c + M_dh3mpen_c","true","-1000.0","1000.0","0.0","0.0"," "," ","valine, leucine, isoleucine biosynthesis"," ","30967"," "," ","2","1.1.1.86"
"false","0.0","R_DH3MPEN","dh3mpen","M_dh3mpen_c <==> M_3met2oxp_c + M_h2o_c","true","-1000.0","1000.0","0.0","0.0"," "," ","valine, leucine, isoleucine biosynthesis"," ","20547"," "," ","2","4.2.1.9"
"false","0.0","R_ILES_P"," ","M_glu_p + M_3met2oxp_p <==> M_ile_p + M_oxoglut_p","true","-1000.0","1000.0","0.0","0.0"," "," ","valine"," ","50793"," "," ","2","2.6.1.42"
"false","0.0","R_ILES_M"," ","M_glu_m + M_3met2oxp_m <==> M_ile_m + M_oxoglut_m","true","-1000.0","1000.0","0.0","0.0"," "," ","valine"," ","50806"," "," ","2","2.6.1.42"
"false","0.0","R_ILES","transferase","M_glu_c + M_3met2oxp_c <==> M_ile_c + M_oxoglut_c","true","-1000.0","1000.0","0.0","0.0"," "," ","valine, leucine, isoleucine biosynthesis"," ","28585 or 32849 or 43697"," "," ","2","2.6.1.42"
"false","0.0","R_LEUA_P"," ","M_acca_p + M_h2o_p + M_3me2oxobut_p --> M_2ipm_p + M_coa_p + M_h_p","false","0.0","1000.0","0.0","0.0"," "," ","valine, leucine, isoleucine biosynthesis"," ","44618"," "," ","2","2.3.3.13"
"false","0.0","R_LEUA","isopropylmalate synthetase","M_acca_c + M_h2o_c + M_3me2oxobut_c --> M_2ipm_c + M_coa_c + M_h_c","false","0.0","1000.0","0.0","0.0"," "," ","valine, leucine, isoleucine biosynthesis"," ","38362"," "," ","2","2.3.3.13"
"false","0.0","R_LEU1","3-isopropylmalate dehydratase","M_2ipm_c <==> M_h2o_c + M_isopm_c","true","-1000.0","1000.0","0.0","0.0"," "," ","leucine biosynthesis"," ","24772"," "," ","2","4.2.1.33"
"false","0.0","R_LEU2","3-isopropylmalate dehydratase","M_isopm_c + M_h2o_c <==> M_3isopm_c","true","-1000.0","1000.0","0.0","0.0"," "," ","leucine biosynthesis"," ","24772"," "," ","2","4.2.1.33"
"false","0.0","R_LEUB","3-isopropylmalate dehydrogenase","M_3isopm_c + M_nad_c <==> M_2isop2oxs_c + M_nadh_c + M_h_c","true","-1000.0","1000.0","0.0","0.0"," "," ","leucine biosynthesis"," ","20934"," "," ","2","1.1.1.85"
"false","0.0","R_SPONT","spont","M_2isop2oxs_c --> M_met2oxopen_c","false","0.0","1000.0","0.0","0.0"," "," ","leucine biosynthesis"," "," "," "," ","2","spontaneous"
"false","0.0","R_LEU_P","Leucine syn","M_glu_p + M_met2oxopen_p <==> M_leu_p + M_oxoglut_p","true","-1000.0","1000.0","0.0","0.0"," "," ","leucine biosynthesis"," ","50793"," "," ","2","2.6.1.42"
"false","0.0","R_LEU_M","Leucine syn","M_glu_m + M_met2oxopen_m <==> M_leu_m + M_oxoglut_m","true","-1000.0","1000.0","0.0","0.0"," "," ","leucine biosynthesis"," ","50806"," "," ","2","2.6.1.42"
"false","0.0","R_LEU","Leucine syn","M_glu_c + M_met2oxopen_c <==> M_leu_c + M_oxoglut_c","true","-1000.0","1000.0","0.0","0.0"," "," ","leucine biosynthesis"," ","28585 or 32849 or 43697"," "," ","2","2.6.1.42"
"false","0.0","R_BKDA1_M"," ","M_3me2oxobut_m + M_thpp_m --> M_mhthpp_m + M_co2_m","false","0.0","1000.0","0.0","0.0"," "," ","Valine, leucine and isoleucine degradation"," ","9476"," "," ","2","1.2.4.4, r07599"
"false","0.0","R_BKDA2_M"," ","M_mhthpp_m + M_lipoE_m --> M_mdlipoe_m + M_co2_m","false","0.0","1000.0","0.0","0.0"," "," ","Valine, leucine and isoleucine degradation"," ","9476"," "," ","2","1.2.4.4, r07600"
"false","0.0","R_BKDA6_M"," ","M_met2oxopen_m + M_thpp_m --> M_co2_m + M_mhbthpp_m","false","0.0","1000.0","0.0","0.0"," "," ","Valine, leucine and isoleucine degradation"," ","9476"," "," ","2","1.2.4.4"
"false","0.0","R_BKDA7_M"," ","M_mhbthpp_m + M_lipoE_m --> M_thpp_m + M_mbdilipoE_m","false","0.0","1000.0","0.0","0.0"," "," ","Valine, leucine and isoleucine degradation"," ","9476"," "," ","2","1.2.4.4"
"false","0.0","R_BKDA8_M"," ","M_3met2oxp_m + M_thpp_m --> M_co2_m + M_mhbuthpp_m","false","0.0","1000.0","0.0","0.0"," "," ","Valine, leucine and isoleucine degradation"," ","9476"," "," ","2","1.2.4.4"
"false","0.0","R_BKDA9_M"," ","M_mhbuthpp_m + M_lipoE_m --> M_thpp_m + M_2mbdilipoe_m","false","0.0","1000.0","0.0","0.0"," "," ","Valine, leucine and isoleucine degradation"," ","9476"," "," ","2","1.2.4.4"
"false","0.0","R_BKDA1"," ","M_3me2oxobut_c + M_thpp_c --> M_mhthpp_c + M_co2_c","false","0.0","1000.0","0.0","0.0"," "," ","Valine, leucine and isoleucine degradation"," ","11021"," "," ","2","1.2.4.4, r07599"
"false","0.0","R_BKDA2"," ","M_mhthpp_c + M_lipoE_c --> M_mdlipoe_c + M_co2_c","false","0.0","1000.0","0.0","0.0"," "," ","Valine, leucine and isoleucine degradation"," ","11021"," "," ","2","1.2.4.4, r07600"
"false","0.0","R_BKDA6"," ","M_met2oxopen_c + M_thpp_c --> M_co2_c + M_mhbthpp_c","false","0.0","1000.0","0.0","0.0"," "," ","Valine, leucine and isoleucine degradation"," ","11021"," "," ","2","1.2.4.4"
"false","0.0","R_BKDA7"," ","M_mhbthpp_c + M_lipoE_c --> M_thpp_c + M_mbdilipoE_c","false","0.0","1000.0","0.0","0.0"," "," ","Valine, leucine and isoleucine degradation"," ","11021"," "," ","2","1.2.4.4"
"false","0.0","R_BKDA8"," ","M_3met2oxp_c + M_thpp_c --> M_co2_c + M_mhbuthpp_c","false","0.0","1000.0","0.0","0.0"," "," ","Valine, leucine and isoleucine degradation"," ","11021"," "," ","2","1.2.4.4"
"false","0.0","R_BKDA9"," ","M_mhbuthpp_c + M_lipoE_c --> M_thpp_c + M_2mbdilipoe_c","false","0.0","1000.0","0.0","0.0"," "," ","Valine, leucine and isoleucine degradation"," ","11021"," "," ","2","1.2.4.4"
"false","0.0","R_DHLTA_4"," ","M_coa_c + M_mdilipoe_c --> M_en6l_c + M_icoa_c","false","0.0","1000.0","0.0","0.0"," "," ","Valine, leucine and isoleucine degradation"," ","54219"," "," ","2","2.3.1.168"
"false","0.0","R_DHLTA"," ","M_coa_c + M_2mbdilipoe_c --> M_mbcoa_c + M_en6l_c","false","0.0","1000.0","0.0","0.0"," "," ","Valine, leucine and isoleucine degradation"," ","54219"," "," ","2","2.3.1.168"
"false","0.0","R_DHLT"," ","M_coa_c + M_mbdilipoE_c --> M_3mbcoa_c + M_en6l_c","false","0.0","1000.0","0.0","0.0"," "," ","Valine, leucine and isoleucine degradation"," ","54219"," "," ","2","2.3.1.168"
"false","0.0","R_ICOADH"," ","M_3mbcoa_m + M_fad_m --> M_mbecoa_m + M_fadh2_m","false","0.0","1000.0","0.0","0.0"," "," ","Valine, leucine and isoleucine degradation"," ","22019"," "," ","2","1.3.8.4"
"false","0.0","R_DAPA","dihydrodipicolinate synthase","M_semiald_c + M_pyr_c --> M_dipico_c + 2 M_h2o_c","false","0.0","1000.0","0.0","0.0"," "," ","lysine biosynthesis"," ","11151"," "," ","2","4.2.1.52"
"false","0.0","R_DIPICORED","dihydrodipicolinate reductase","M_dipico_c + M_nadh_c + M_h_c <==> M_tetpic_c + M_nad_c","true","-1000.0","1000.0","0.0","0.0"," "," ","lysine biosynthesis"," ","4025"," "," ","2","1.3.1.26"
"false","0.0","R_LLDAPAT","LL-diaminopimelate aminotransferase","M_tetpic_c + M_glu_c + M_h2o_c <==> M_ll_c + M_oxoglut_c","true","-1000.0","1000.0","0.0","0.0"," "," ","lysine biosynthesis"," ","22909"," "," ","2","2.6.1.83"
"false","0.0","R_DIAMEP","diaminopimelate epimerase","M_ll_c <==> M_meso_c","true","-1000.0","1000.0","0.0","0.0"," "," ","lysine biosynthesis"," ","34582"," "," ","2","5.1.1.7"
"false","0.0","R_DIAMDCRB","diaminopimelate decarboxylase","M_meso_c --> M_lys_c + M_co2_c","false","0.0","1000.0","0.0","0.0"," "," ","lysine biosynthesis"," ","21592"," "," ","2","4.1.1.20"
"false","0.0","R_LKRSDH"," ","M_lys_m + M_oxoglut_m + M_nadph_m + M_h_m --> M_nadp_m + M_h2o_m + M_sacc_m","false","0.0","1000.0","0.0","0.0"," "," ","lysine degradation"," ","54394"," "," ","2","1.5.1.8"
"false","0.0","R_LKRSDH1"," ","M_sacc_m + M_nad_m + M_h2o_m <==> M_glu_m + M_nadh_m + M_h_m + M_ally_m","true","-1000.0","1000.0","0.0","0.0"," "," ","lysine degradation"," ","54394"," "," ","2","1.5.1.9"
"false","0.0","R_LYS2"," ","M_ally_m + M_nadp_m + M_h2o_m --> M_amadp_m + M_nadph_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," ","lysine degradation"," ","47104 or 41265"," "," ","2","1.2.1.31"
"false","0.0","R_LYS"," ","M_ally_m + M_nad_m + M_h2o_m --> M_amadp_m + M_nadh_m + M_h_m","false","0.0","1000.0","0.0","0.0"," "," ","lysine degradation"," ","47104 or 41265"," "," ","2","1.2.1.31"
"false","0.0","R_KAT2"," ","M_amadp_m + M_oxoglut_m <==> M_glu_m + M_oxad_m","true","-1000.0","1000.0","0.0","0.0"," "," ","lysine degradation"," "," "," "," ","1","2.6.1.39"
